nest_installation_date,nest_collection_date,release,site,frame_id,nest_code,nest_id,provision,transfer_id,sex,emergence_startdate,emergence,emergence_days,provision_mass,protein,lipid,metabarcoding,N_trips,avg_duration_trip,N_days_beeactive,Remarks,
5/16/24,6/7/24,2,Mendels,MB,I-F-4,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-F-3,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-F-2,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-F-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-E-8,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-E-7,,"Larvae, Pollen",IV-B-2,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-E-6,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-E-5,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-E-4,,"Larvae, Pollen",IV-C-2,M,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-E-3,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-E-2,,"Larvae, Pollen",IV-A-3,F,3/19/25,3/26/25,7,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-E-1,,"Larvae, Pollen",IV-B-3,M,3/19/25,3/26/25,7,,,,,,,,FIRST CELL MALE?,
5/16/24,6/7/24,2,Mendels,MB,I-D-5,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-D-4,,"Larvae, Pollen",IV-C-3,F,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-D-3,,Larvae,IV-A-4,F,3/19/25,3/26/25,7,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-D-2,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-D-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-B-8,,"Larvae, Pollen",IV-B-4,M,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-B-7,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-B-6,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-B-5,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-B-4,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-B-3,,"Larvae, Pollen",IV-C-4,F,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-B-2,,"Larvae, Pollen",IV-A-5,F,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,I-B-1,,"Larvae, Pollen",IV-B-5,F,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-10,41,"Larvae, Pollen",IV-A-6,M,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-9,41,"Larvae, Pollen",IV-B-6,M,3/19/25,3/23/25,4,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-8,41,"Larvae, Pollen",IV-C-6,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-7,41,"Larvae, Pollen",IV-A-7,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-6,41,"Larvae, Pollen",IV-B-7,M,3/19/25,3/20/25,1,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-5,41,"Larvae, Pollen",IV-C-7,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-4,41,"Larvae, Pollen",IV-A-8,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-3,41,"Larvae, Pollen",IV-B-8,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-2,41,"Larvae, Pollen",IV-C-8,F,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-A-1,41,"Larvae, Pollen",V-A-1,F,3/19/25,3/26/25,7,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-B-9,,"Larvae, Pollen",V-B-1,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-B-8,,"Larvae, Pollen",V-C-1,M,3/19/25,3/23/25,4,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-B-5,,"Larvae, Pollen",V-A-2,M,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-B-4,,"Larvae, Pollen",V-B-2,M,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-B-3,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-B-2,,"Larvae, Pollen",V-C-2,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-B-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-C-4,43,"Larvae, Pollen",V-A-3,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-C-3,43,"Larvae, Pollen",V-B-3,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-C-2,43,"Larvae, Pollen",V-C-3,M,3/19/25,3/23/25,4,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-C-1,43,"Larvae, Pollen",V-A-4,F,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-D-4,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-D-3,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-D-2,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-D-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-E-3,,"Larvae, Pollen",V-B-4,F,3/19/25,3/29/25,10,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-E-2,,"Larvae, Pollen",V-C-4,F,3/19/25,3/27/25,8,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-E-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-G-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-H-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-I-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-F-4,,"Larvae, Pollen",V-A-5,F,3/19/25,3/31/25,12,,,,,,,,Not emerged,
5/16/24,6/7/24,2,Mendels,MB,II-F-3,,"Larvae, Pollen",V-B-5,F,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-F-2,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-F-1,,"Larvae, Pollen",V-C-5,F,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-11,50,"Larvae, Pollen",V-A-6,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-10,50,"Larvae, Pollen",V-B-6,M,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-9,50,"Larvae, Pollen",V-C-6,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-8,50,"Larvae, Pollen",V-A-7,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-7,50,"Larvae, Pollen",V-B-7,M,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-6,50,"Larvae, Pollen",V-C-7,M,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-5,50,"Larvae, Pollen",V-A-8,M,3/19/25,3/27/25,8,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-4,50,"Larvae, Pollen",V-B-8,F,3/19/25,3/26/25,7,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-3,50,"Larvae, Pollen",V-C-8,F,3/19/25,3/26/25,7,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-2,50,"Larvae, Pollen",VI-A-1,F,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,II-J-1,50,"Larvae, Pollen",VI-B-1,F,3/19/25,3/27/25,8,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-A-3,,Larvae,VI-C-1,F,3/19/25,3/29/25,10,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-A-2,,"Larvae, Pollen",VI-A-2,F,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-A-1,,"Larvae, Pollen",VI-B-2,M,3/19/25,3/24/25,5,,,,,,,,NOT EXPECTED?,
5/16/24,6/7/24,2,Mendels,MB,III-B-4,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-B-3,,"Larvae, Pollen",VI-C-2,M,3/19/25,3/22/25,3,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-B-2,,"Larvae, Pollen",VI-A-3,M,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-B-1,,"Larvae, Pollen",VI-B-3,F,3/19/25,3/24/25,5,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-C-5,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-C-4,,"Larvae, Pollen",VI-C-3,,,,,,,,,,,,DIED AS PUPA,
5/16/24,6/7/24,2,Mendels,MB,III-C-3,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-C-2,,"Larvae, Pollen",VI-A-4,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-C-1,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-D-2,54,"Larvae, Pollen",VI-B-4,M,3/19/25,3/21/25,2,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-D-1,54,"Larvae, Pollen",VI-C-4,F,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-G-2,,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-G-1,,"Larvae, Pollen",VI-A-5,F,3/19/25,3/26/25,7,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-I-2,,"Larvae, Pollen",VI-B-5,F,3/19/25,3/27/25,8,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-I-1,,"Larvae-dead, Pollen",VI-C-5,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-9,60,"Larvae, Pollen",VI-A-6,M,3/19/25,3/23/25,4,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-8,60,"Larvae, Pollen",VI-B-6,M,3/19/25,3/22/25,3,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-7,60,"Larvae, Pollen",VI-C-6,M,3/19/25,3/23/25,4,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-6,60,"Larvae, Pollen",VI-A-7,F,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-5,60,"Larvae, Pollen",VI-B-7,F,3/19/25,3/25/25,6,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-4,60,"Larvae, Pollen",VI-C-7,F,3/19/25,3/26/25,7,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-3,60,"Larvae, Pollen",VI-A-8,F,3/19/25,3/26/25,7,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-2,60,Pollen,,,,,,,,,,,,,,
5/16/24,6/7/24,2,Mendels,MB,III-J-1,60,Pollen,,,,,,,,,,,,,,5 sites in green for Mendels in Round 2
