title,site,recorded_at,status,size_bytes
mendels_2024-05-27_09_30_00,mendels,2024-05-27T09:30:00+00:00,Ready,299054806
SiteA_2024-05-27_09_30_00,SiteA,2024-05-27T09:30:00+00:00,Ready,148887544
SiteA_2024-05-27_09_20_01,SiteA,2024-05-27T09:20:01+00:00,Ready,147823803
mendels_2024-05-27_09_20_00,mendels,2024-05-27T09:20:00+00:00,Ready,300100224
mendels_2024-05-27_09_10_01,mendels,2024-05-27T09:10:01+00:00,Ready,299521426
SiteA_2024-05-27_09_10_00,SiteA,2024-05-27T09:10:00+00:00,Ready,146492162
mendels_2024-05-27_09_00_00,mendels,2024-05-27T09:00:00+00:00,Ready,300017514
SiteA_2024-05-27_09_00_00,SiteA,2024-05-27T09:00:00+00:00,Ready,143957616
mendels_2024-05-27_08_55_36,mendels,2024-05-27T08:55:36+00:00,Ready,131938632
SiteA_2024-05-27_08_50_01,SiteA,2024-05-27T08:50:01+00:00,Ready,145194851
SiteA_2024-05-27_08_40_00,SiteA,2024-05-27T08:40:00+00:00,Ready,144703096
SiteA_2024-05-27_08_30_00,SiteA,2024-05-27T08:30:00+00:00,Ready,143091782
SiteA_2024-05-27_08_20_00,SiteA,2024-05-27T08:20:00+00:00,Ready,142753395
SiteA_2024-05-27_08_10_01,SiteA,2024-05-27T08:10:01+00:00,Ready,142309994
SiteA_2024-05-27_08_01_29,SiteA,2024-05-27T08:01:29+00:00,Ready,124839110
SiteA_2024-05-26_19_50_00,SiteA,2024-05-26T19:50:00+00:00,Ready,237077333
SiteA_2024-05-26_19_40_00,SiteA,2024-05-26T19:40:00+00:00,Ready,232376885
SiteA_2024-05-26_19_30_00,SiteA,2024-05-26T19:30:00+00:00,Ready,229875385
SiteA_2024-05-26_19_20_01,SiteA,2024-05-26T19:20:01+00:00,Ready,193632851
SiteA_2024-05-26_19_10_00,SiteA,2024-05-26T19:10:00+00:00,Ready,155961870
mendels_2024-05-26_19_00_01,mendels,2024-05-26T19:00:01+00:00,Ready,137105408
SiteA_2024-05-26_19_00_00,SiteA,2024-05-26T19:00:00+00:00,Ready,137758430
SiteA_2024-05-26_18_50_01,SiteA,2024-05-26T18:50:01+00:00,Ready,140700683
mendels_2024-05-26_18_50_00,mendels,2024-05-26T18:50:00+00:00,Ready,300064012
mendels_2024-05-26_18_40_00,mendels,2024-05-26T18:40:00+00:00,Ready,300082312
SiteA_2024-05-26_18_40_00,SiteA,2024-05-26T18:40:00+00:00,Ready,139785753
mendels_2024-05-26_18_30_01,mendels,2024-05-26T18:30:01+00:00,Ready,299544554
SiteA_2024-05-26_18_30_00,SiteA,2024-05-26T18:30:00+00:00,Ready,145038579
SiteA_2024-05-26_18_20_00,SiteA,2024-05-26T18:20:00+00:00,Ready,143526620
mendels_2024-05-26_18_20_00,mendels,2024-05-26T18:20:00+00:00,Ready,290249290
SiteA_2024-05-26_18_10_01,SiteA,2024-05-26T18:10:01+00:00,Ready,144748731
mendels_2024-05-26_18_10_00,mendels,2024-05-26T18:10:00+00:00,Ready,281313026
mendels_2024-05-26_18_00_01,mendels,2024-05-26T18:00:01+00:00,Ready,284902978
SiteA_2024-05-26_18_00_00,SiteA,2024-05-26T18:00:00+00:00,Ready,139308400
SiteA_2024-05-26_17_50_00,SiteA,2024-05-26T17:50:00+00:00,Ready,141143805
mendels_2024-05-26_17_50_00,mendels,2024-05-26T17:50:00+00:00,Ready,295099627
SiteA_2024-05-26_17_40_01,SiteA,2024-05-26T17:40:01+00:00,Ready,147652642
mendels_2024-05-26_17_40_00,mendels,2024-05-26T17:40:00+00:00,Ready,289129138
SiteA_2024-05-26_17_30_00,SiteA,2024-05-26T17:30:00+00:00,Ready,148670889
mendels_2024-05-26_17_30_00,mendels,2024-05-26T17:30:00+00:00,Ready,299477191
mendels_2024-05-26_17_20_01,mendels,2024-05-26T17:20:01+00:00,Ready,299607474
SiteA_2024-05-26_17_20_00,SiteA,2024-05-26T17:20:00+00:00,Ready,151266162
SiteA_2024-05-26_17_10_00,SiteA,2024-05-26T17:10:00+00:00,Ready,154513189
mendels_2024-05-26_17_10_00,mendels,2024-05-26T17:10:00+00:00,Ready,300070408
mendels_2024-05-26_17_00_00,mendels,2024-05-26T17:00:00+00:00,Ready,300107906
SiteA_2024-05-26_17_00_00,SiteA,2024-05-26T17:00:00+00:00,Ready,159845582
mendels_2024-05-26_16_50_01,mendels,2024-05-26T16:50:01+00:00,Ready,299607881
SiteA_2024-05-26_16_50_01,SiteA,2024-05-26T16:50:01+00:00,Ready,169870714
SiteA_2024-05-26_16_40_00,SiteA,2024-05-26T16:40:00+00:00,Ready,153722014
mendels_2024-05-26_16_40_00,mendels,2024-05-26T16:40:00+00:00,Ready,290973826
SiteA_2024-05-26_16_30_00,SiteA,2024-05-26T16:30:00+00:00,Ready,161831827
mendels_2024-05-26_16_30_00,mendels,2024-05-26T16:30:00+00:00,Ready,272775282
mendels_2024-05-26_16_20_01,mendels,2024-05-26T16:20:01+00:00,Ready,289316004
SiteA_2024-05-26_16_20_00,SiteA,2024-05-26T16:20:00+00:00,Ready,172959069
SiteA_2024-05-26_16_10_01,SiteA,2024-05-26T16:10:01+00:00,Ready,191003390
mendels_2024-05-26_16_10_00,mendels,2024-05-26T16:10:00+00:00,Ready,300086276
SiteA_2024-05-26_16_00_00,SiteA,2024-05-26T16:00:00+00:00,Ready,189451034
mendels_2024-05-26_16_00_00,mendels,2024-05-26T16:00:00+00:00,Ready,287092942
SiteA_2024-05-26_15_50_00,SiteA,2024-05-26T15:50:00+00:00,Ready,206238975
mendels_2024-05-26_15_50_00,mendels,2024-05-26T15:50:00+00:00,Ready,286420250
mendels_2024-05-26_15_40_01,mendels,2024-05-26T15:40:01+00:00,Ready,241558699
SiteA_2024-05-26_15_40_00,SiteA,2024-05-26T15:40:00+00:00,Ready,180042771
SiteA_2024-05-26_15_30_01,SiteA,2024-05-26T15:30:01+00:00,Ready,181342695
mendels_2024-05-26_15_30_00,mendels,2024-05-26T15:30:00+00:00,Ready,227367860
mendels_2024-05-26_15_20_01,mendels,2024-05-26T15:20:01+00:00,Ready,269640221
SiteA_2024-05-26_15_20_00,SiteA,2024-05-26T15:20:00+00:00,Ready,135950885
mendels_2024-05-26_15_10_00,mendels,2024-05-26T15:10:00+00:00,Ready,283592475
SiteA_2024-05-26_15_10_00,SiteA,2024-05-26T15:10:00+00:00,Ready,136944397
SiteA_2024-05-26_15_00_00,SiteA,2024-05-26T15:00:00+00:00,Ready,130384553
mendels_2024-05-26_15_00_00,mendels,2024-05-26T15:00:00+00:00,Ready,281775047
mendels_2024-05-26_14_50_01,mendels,2024-05-26T14:50:01+00:00,Ready,274939991
SiteA_2024-05-26_14_50_01,SiteA,2024-05-26T14:50:01+00:00,Ready,131713492
mendels_2024-05-26_14_40_00,mendels,2024-05-26T14:40:00+00:00,Ready,267979613
SiteA_2024-05-26_14_40_00,SiteA,2024-05-26T14:40:00+00:00,Ready,138828311
mendels_2024-05-26_14_30_00,mendels,2024-05-26T14:30:00+00:00,Ready,300104372
SiteA_2024-05-26_14_30_00,SiteA,2024-05-26T14:30:00+00:00,Ready,125664518
mendels_2024-05-26_14_20_01,mendels,2024-05-26T14:20:01+00:00,Ready,297601425
SiteA_2024-05-26_14_20_01,SiteA,2024-05-26T14:20:01+00:00,Ready,134110680
mendels_2024-05-26_14_10_00,mendels,2024-05-26T14:10:00+00:00,Ready,292140083
SiteA_2024-05-26_14_10_00,SiteA,2024-05-26T14:10:00+00:00,Ready,127630923
SiteA_2024-05-26_14_00_00,SiteA,2024-05-26T14:00:00+00:00,Ready,127719428
mendels_2024-05-26_14_00_00,mendels,2024-05-26T14:00:00+00:00,Ready,300100287
mendels_2024-05-26_13_50_01,mendels,2024-05-26T13:50:01+00:00,Ready,282148765
SiteA_2024-05-26_13_50_00,SiteA,2024-05-26T13:50:00+00:00,Ready,130099674
SiteA_2024-05-26_13_40_00,SiteA,2024-05-26T13:40:00+00:00,Ready,135377909
mendels_2024-05-26_13_40_00,mendels,2024-05-26T13:40:00+00:00,Ready,299421469
SiteA_2024-05-26_13_30_01,SiteA,2024-05-26T13:30:01+00:00,Ready,145137195
mendels_2024-05-26_13_30_00,mendels,2024-05-26T13:30:00+00:00,Ready,300055165
mendels_2024-05-26_13_20_00,mendels,2024-05-26T13:20:00+00:00,Ready,299175250
SiteA_2024-05-26_13_20_00,SiteA,2024-05-26T13:20:00+00:00,Ready,148239590
mendels_2024-05-26_13_10_01,mendels,2024-05-26T13:10:01+00:00,Ready,279567672
SiteA_2024-05-26_13_10_00,SiteA,2024-05-26T13:10:00+00:00,Ready,158614670
SiteA_2024-05-26_13_00_01,SiteA,2024-05-26T13:00:01+00:00,Ready,175685374
mendels_2024-05-26_13_00_00,mendels,2024-05-26T13:00:00+00:00,Ready,299834204
mendels_2024-05-26_12_50_00,mendels,2024-05-26T12:50:00+00:00,Ready,289549325
SiteA_2024-05-26_12_50_00,SiteA,2024-05-26T12:50:00+00:00,Ready,176163104
SiteA_2024-05-26_12_40_00,SiteA,2024-05-26T12:40:00+00:00,Ready,193607127
mendels_2024-05-26_12_40_00,mendels,2024-05-26T12:40:00+00:00,Ready,288853156
mendels_2024-05-26_12_30_01,mendels,2024-05-26T12:30:01+00:00,Ready,298963355
SiteA_2024-05-26_12_30_00,SiteA,2024-05-26T12:30:00+00:00,Ready,181756908
SiteA_2024-05-26_12_20_01,SiteA,2024-05-26T12:20:01+00:00,Ready,176316758
mendels_2024-05-26_12_20_00,mendels,2024-05-26T12:20:00+00:00,Ready,267044936
SiteA_2024-05-26_12_10_00,SiteA,2024-05-26T12:10:00+00:00,Ready,172948318
mendels_2024-05-26_12_10_00,mendels,2024-05-26T12:10:00+00:00,Ready,261487029
mendels_2024-05-26_12_00_01,mendels,2024-05-26T12:00:01+00:00,Ready,283182280
SiteA_2024-05-26_12_00_00,SiteA,2024-05-26T12:00:00+00:00,Ready,157145579
SiteA_2024-05-26_11_50_01,SiteA,2024-05-26T11:50:01+00:00,Ready,147695504
mendels_2024-05-26_11_50_00,mendels,2024-05-26T11:50:00+00:00,Ready,299681848
SiteA_2024-05-26_11_40_00,SiteA,2024-05-26T11:40:00+00:00,Ready,145867405
mendels_2024-05-26_11_40_00,mendels,2024-05-26T11:40:00+00:00,Ready,286605205
mendels_2024-05-26_11_30_00,mendels,2024-05-26T11:30:00+00:00,Ready,280890832
SiteA_2024-05-26_11_30_00,SiteA,2024-05-26T11:30:00+00:00,Ready,139370901
mendels_2024-05-26_11_20_01,mendels,2024-05-26T11:20:01+00:00,Ready,237677348
SiteA_2024-05-26_11_20_00,SiteA,2024-05-26T11:20:00+00:00,Ready,140634924
SiteA_2024-05-26_11_10_01,SiteA,2024-05-26T11:10:01+00:00,Ready,145307974
mendels_2024-05-26_11_10_00,mendels,2024-05-26T11:10:00+00:00,Ready,272404364
SiteA_2024-05-26_11_00_00,SiteA,2024-05-26T11:00:00+00:00,Ready,141780039
mendels_2024-05-26_11_00_00,mendels,2024-05-26T11:00:00+00:00,Ready,298820743
mendels_2024-05-26_10_50_00,mendels,2024-05-26T10:50:00+00:00,Ready,298363459
SiteA_2024-05-26_10_50_00,SiteA,2024-05-26T10:50:00+00:00,Ready,143943047
mendels_2024-05-26_10_40_01,mendels,2024-05-26T10:40:01+00:00,Ready,280313416
SiteA_2024-05-26_10_40_01,SiteA,2024-05-26T10:40:01+00:00,Ready,141679764
mendels_2024-05-26_10_30_00,mendels,2024-05-26T10:30:00+00:00,Ready,298798371
SiteA_2024-05-26_10_30_00,SiteA,2024-05-26T10:30:00+00:00,Ready,137812680
SiteA_2024-05-26_10_20_00,SiteA,2024-05-26T10:20:00+00:00,Ready,138167884
mendels_2024-05-26_10_20_00,mendels,2024-05-26T10:20:00+00:00,Ready,300074368
mendels_2024-05-26_10_10_01,mendels,2024-05-26T10:10:01+00:00,Ready,297590234
SiteA_2024-05-26_10_10_01,SiteA,2024-05-26T10:10:01+00:00,Ready,142459980
SiteA_2024-05-26_10_00_00,SiteA,2024-05-26T10:00:00+00:00,Ready,142731336
mendels_2024-05-26_10_00_00,mendels,2024-05-26T10:00:00+00:00,Ready,300103912
mendels_2024-05-26_09_50_00,mendels,2024-05-26T09:50:00+00:00,Ready,299673442
SiteA_2024-05-26_09_50_00,SiteA,2024-05-26T09:50:00+00:00,Ready,139098265
SiteA_2024-05-26_09_40_01,SiteA,2024-05-26T09:40:01+00:00,Ready,138949986
mendels_2024-05-26_09_40_01,mendels,2024-05-26T09:40:01+00:00,Ready,299012215
mendels_2024-05-26_09_30_00,mendels,2024-05-26T09:30:00+00:00,Ready,300047235
SiteA_2024-05-26_09_30_00,SiteA,2024-05-26T09:30:00+00:00,Ready,142616951
mendels_2024-05-26_09_20_00,mendels,2024-05-26T09:20:00+00:00,Ready,300019459
SiteA_2024-05-26_09_20_00,SiteA,2024-05-26T09:20:00+00:00,Ready,139685311
SiteA_2024-05-26_09_10_01,SiteA,2024-05-26T09:10:01+00:00,Ready,139574682
mendels_2024-05-26_09_10_01,mendels,2024-05-26T09:10:01+00:00,Ready,299604663
mendels_2024-05-26_09_00_00,mendels,2024-05-26T09:00:00+00:00,Ready,299761533
SiteA_2024-05-26_09_00_00,SiteA,2024-05-26T09:00:00+00:00,Ready,139269359
mendels_2024-05-26_08_55_36,mendels,2024-05-26T08:55:36+00:00,Ready,126366430
SiteA_2024-05-26_08_50_00,SiteA,2024-05-26T08:50:00+00:00,Ready,139211335
SiteA_2024-05-26_08_40_00,SiteA,2024-05-26T08:40:00+00:00,Ready,143943506
SiteA_2024-05-26_08_30_01,SiteA,2024-05-26T08:30:01+00:00,Ready,151843714
SiteA_2024-05-26_08_20_00,SiteA,2024-05-26T08:20:00+00:00,Ready,137997881
SiteA_2024-05-26_08_10_00,SiteA,2024-05-26T08:10:00+00:00,Ready,137139503
SiteA_2024-05-26_08_01_31,SiteA,2024-05-26T08:01:31+00:00,Ready,113811877
SiteA_2024-05-25_20_00_01,SiteA,2024-05-25T20:00:01+00:00,Ready,0
SiteA_2024-05-25_19_50_00,SiteA,2024-05-25T19:50:00+00:00,Ready,204214272
SiteA_2024-05-25_19_40_00,SiteA,2024-05-25T19:40:00+00:00,Ready,221873934
SiteA_2024-05-25_19_30_00,SiteA,2024-05-25T19:30:00+00:00,Ready,217324012
SiteA_2024-05-25_19_20_01,SiteA,2024-05-25T19:20:01+00:00,Ready,207161399
SiteA_2024-05-25_19_10_00,SiteA,2024-05-25T19:10:00+00:00,Ready,230366180
mendels_2024-05-25_19_00_00,mendels,2024-05-25T19:00:00+00:00,Ready,148377600
SiteA_2024-05-25_19_00_00,SiteA,2024-05-25T19:00:00+00:00,Ready,234365847
mendels_2024-05-25_18_50_01,mendels,2024-05-25T18:50:01+00:00,Ready,263228712
SiteA_2024-05-25_18_50_00,SiteA,2024-05-25T18:50:00+00:00,Ready,239186457
SiteA_2024-05-25_18_40_01,SiteA,2024-05-25T18:40:01+00:00,Ready,242793422
mendels_2024-05-25_18_40_00,mendels,2024-05-25T18:40:00+00:00,Ready,156053305
mendels_2024-05-25_18_30_00,mendels,2024-05-25T18:30:00+00:00,Ready,299883761
SiteA_2024-05-25_18_30_00,SiteA,2024-05-25T18:30:00+00:00,Ready,242266334
SiteA_2024-05-25_18_20_00,SiteA,2024-05-25T18:20:00+00:00,Ready,288156339
mendels_2024-05-25_18_20_00,mendels,2024-05-25T18:20:00+00:00,Ready,300064900
mendels_2024-05-25_18_10_01,mendels,2024-05-25T18:10:01+00:00,Ready,299546521
SiteA_2024-05-25_18_10_01,SiteA,2024-05-25T18:10:01+00:00,Ready,299560787
SiteA_2024-05-25_18_00_00,SiteA,2024-05-25T18:00:00+00:00,Ready,300112008
mendels_2024-05-25_18_00_00,mendels,2024-05-25T18:00:00+00:00,Ready,300057866
SiteA_2024-05-25_17_50_00,SiteA,2024-05-25T17:50:00+00:00,Ready,300075017
mendels_2024-05-25_17_50_00,mendels,2024-05-25T17:50:00+00:00,Ready,300021622
mendels_2024-05-25_17_40_01,mendels,2024-05-25T17:40:01+00:00,Ready,299567637
SiteA_2024-05-25_17_40_00,SiteA,2024-05-25T17:40:00+00:00,Ready,299946259
SiteA_2024-05-25_17_30_01,SiteA,2024-05-25T17:30:01+00:00,Ready,299569095
mendels_2024-05-25_17_30_00,mendels,2024-05-25T17:30:00+00:00,Ready,300092412
mendels_2024-05-25_17_20_00,mendels,2024-05-25T17:20:00+00:00,Ready,300010500
SiteA_2024-05-25_17_20_00,SiteA,2024-05-25T17:20:00+00:00,Ready,252445211
mendels_2024-05-25_17_10_01,mendels,2024-05-25T17:10:01+00:00,Ready,299459611
SiteA_2024-05-25_17_10_00,SiteA,2024-05-25T17:10:00+00:00,Ready,245166050
SiteA_2024-05-25_17_00_01,SiteA,2024-05-25T17:00:01+00:00,Ready,194905324
mendels_2024-05-25_17_00_00,mendels,2024-05-25T17:00:00+00:00,Ready,300003942
mendels_2024-05-25_16_50_00,mendels,2024-05-25T16:50:00+00:00,Ready,300043347
SiteA_2024-05-25_16_50_00,SiteA,2024-05-25T16:50:00+00:00,Ready,153851206
SiteA_2024-05-25_16_40_00,SiteA,2024-05-25T16:40:00+00:00,Ready,139411144
mendels_2024-05-25_16_40_00,mendels,2024-05-25T16:40:00+00:00,Ready,299967513
SiteA_2024-05-25_16_30_01,SiteA,2024-05-25T16:30:01+00:00,Ready,134804157
mendels_2024-05-25_16_30_00,mendels,2024-05-25T16:30:00+00:00,Ready,300086410
mendels_2024-05-25_16_20_01,mendels,2024-05-25T16:20:01+00:00,Ready,299613020
SiteA_2024-05-25_16_20_00,SiteA,2024-05-25T16:20:00+00:00,Ready,135426959
mendels_2024-05-25_16_10_00,mendels,2024-05-25T16:10:00+00:00,Ready,299975909
SiteA_2024-05-25_16_10_00,SiteA,2024-05-25T16:10:00+00:00,Ready,131298433
SiteA_2024-05-25_16_00_01,SiteA,2024-05-25T16:00:01+00:00,Ready,137071253
mendels_2024-05-25_16_00_00,mendels,2024-05-25T16:00:00+00:00,Ready,295018303
mendels_2024-05-25_15_50_01,mendels,2024-05-25T15:50:01+00:00,Ready,299606876
SiteA_2024-05-25_15_50_00,SiteA,2024-05-25T15:50:00+00:00,Ready,157239355
mendels_2024-05-25_15_40_00,mendels,2024-05-25T15:40:00+00:00,Ready,300045832
SiteA_2024-05-25_15_40_00,SiteA,2024-05-25T15:40:00+00:00,Ready,136177761
SiteA_2024-05-25_15_30_01,SiteA,2024-05-25T15:30:01+00:00,Ready,139263083
mendels_2024-05-25_15_30_00,mendels,2024-05-25T15:30:00+00:00,Ready,258270879
mendels_2024-05-25_15_20_01,mendels,2024-05-25T15:20:01+00:00,Ready,249406728
SiteA_2024-05-25_15_20_00,SiteA,2024-05-25T15:20:00+00:00,Ready,140077999
SiteA_2024-05-25_15_10_00,SiteA,2024-05-25T15:10:00+00:00,Ready,144651820
mendels_2024-05-25_15_10_00,mendels,2024-05-25T15:10:00+00:00,Ready,221449406
mendels_2024-05-25_15_00_00,mendels,2024-05-25T15:00:00+00:00,Ready,255600254
SiteA_2024-05-25_15_00_00,SiteA,2024-05-25T15:00:00+00:00,Ready,148975992
SiteA_2024-05-25_14_50_01,SiteA,2024-05-25T14:50:01+00:00,Ready,139940629
mendels_2024-05-25_14_50_01,mendels,2024-05-25T14:50:01+00:00,Ready,287105642
mendels_2024-05-25_14_40_00,mendels,2024-05-25T14:40:00+00:00,Ready,259135439
SiteA_2024-05-25_14_40_00,SiteA,2024-05-25T14:40:00+00:00,Ready,193435498
SiteA_2024-05-25_14_30_00,SiteA,2024-05-25T14:30:00+00:00,Ready,206801470
mendels_2024-05-25_14_30_00,mendels,2024-05-25T14:30:00+00:00,Ready,245613733
SiteA_2024-05-25_14_20_00,SiteA,2024-05-25T14:20:00+00:00,Ready,199725269
mendels_2024-05-25_14_20_00,mendels,2024-05-25T14:20:00+00:00,Ready,242711627
SiteA_2024-05-25_14_10_01,SiteA,2024-05-25T14:10:01+00:00,Ready,161436215
mendels_2024-05-25_14_10_01,mendels,2024-05-25T14:10:01+00:00,Ready,293278063
mendels_2024-05-25_14_00_00,mendels,2024-05-25T14:00:00+00:00,Ready,279393246
SiteA_2024-05-25_14_00_00,SiteA,2024-05-25T14:00:00+00:00,Ready,148105370
SiteA_2024-05-25_13_50_00,SiteA,2024-05-25T13:50:00+00:00,Ready,149473306
mendels_2024-05-25_13_50_00,mendels,2024-05-25T13:50:00+00:00,Ready,295319464
mendels_2024-05-25_13_40_00,mendels,2024-05-25T13:40:00+00:00,Ready,300082789
SiteA_2024-05-25_13_40_00,SiteA,2024-05-25T13:40:00+00:00,Ready,156821288
SiteA_2024-05-25_13_30_01,SiteA,2024-05-25T13:30:01+00:00,Ready,185899093
mendels_2024-05-25_13_30_01,mendels,2024-05-25T13:30:01+00:00,Ready,299487055
mendels_2024-05-25_13_20_00,mendels,2024-05-25T13:20:00+00:00,Ready,299671172
SiteA_2024-05-25_13_20_00,SiteA,2024-05-25T13:20:00+00:00,Ready,173016394
SiteA_2024-05-25_13_10_00,SiteA,2024-05-25T13:10:00+00:00,Ready,176082617
mendels_2024-05-25_13_10_00,mendels,2024-05-25T13:10:00+00:00,Ready,298226510
mendels_2024-05-25_13_00_01,mendels,2024-05-25T13:00:01+00:00,Ready,299531403
SiteA_2024-05-25_13_00_01,SiteA,2024-05-25T13:00:01+00:00,Ready,180928138
mendels_2024-05-25_12_50_00,mendels,2024-05-25T12:50:00+00:00,Ready,294551106
SiteA_2024-05-25_12_50_00,SiteA,2024-05-25T12:50:00+00:00,Ready,195248592
mendels_2024-05-25_12_40_00,mendels,2024-05-25T12:40:00+00:00,Ready,300078539
SiteA_2024-05-25_12_40_00,SiteA,2024-05-25T12:40:00+00:00,Ready,204452499
mendels_2024-05-25_12_30_00,mendels,2024-05-25T12:30:00+00:00,Ready,300107163
SiteA_2024-05-25_12_30_00,SiteA,2024-05-25T12:30:00+00:00,Ready,180714295
SiteA_2024-05-25_12_20_01,SiteA,2024-05-25T12:20:01+00:00,Ready,203385003
mendels_2024-05-25_12_20_01,mendels,2024-05-25T12:20:01+00:00,Ready,299620888
SiteA_2024-05-25_12_10_00,SiteA,2024-05-25T12:10:00+00:00,Ready,167029681
mendels_2024-05-25_12_10_00,mendels,2024-05-25T12:10:00+00:00,Ready,300083657
mendels_2024-05-25_12_00_00,mendels,2024-05-25T12:00:00+00:00,Ready,300020783
SiteA_2024-05-25_12_00_00,SiteA,2024-05-25T12:00:00+00:00,Ready,157703841
mendels_2024-05-25_11_50_01,mendels,2024-05-25T11:50:01+00:00,Ready,299591540
SiteA_2024-05-25_11_50_00,SiteA,2024-05-25T11:50:00+00:00,Ready,160814463
SiteA_2024-05-25_11_40_01,SiteA,2024-05-25T11:40:01+00:00,Ready,186468277
mendels_2024-05-25_11_40_00,mendels,2024-05-25T11:40:00+00:00,Ready,300100182
mendels_2024-05-25_11_30_00,mendels,2024-05-25T11:30:00+00:00,Ready,299672665
SiteA_2024-05-25_11_30_00,SiteA,2024-05-25T11:30:00+00:00,Ready,172581288
SiteA_2024-05-25_11_20_00,SiteA,2024-05-25T11:20:00+00:00,Ready,219420083
mendels_2024-05-25_11_20_00,mendels,2024-05-25T11:20:00+00:00,Ready,300121778
mendels_2024-05-25_11_10_01,mendels,2024-05-25T11:10:01+00:00,Ready,299171554
SiteA_2024-05-25_11_10_01,SiteA,2024-05-25T11:10:01+00:00,Ready,175960693
mendels_2024-05-25_11_00_00,mendels,2024-05-25T11:00:00+00:00,Ready,300029867
SiteA_2024-05-25_11_00_00,SiteA,2024-05-25T11:00:00+00:00,Ready,206833402
mendels_2024-05-25_10_50_00,mendels,2024-05-25T10:50:00+00:00,Ready,300071689
SiteA_2024-05-25_10_50_00,SiteA,2024-05-25T10:50:00+00:00,Ready,177246789
SiteA_2024-05-25_10_40_01,SiteA,2024-05-25T10:40:01+00:00,Ready,182298643
mendels_2024-05-25_10_40_00,mendels,2024-05-25T10:40:00+00:00,Ready,279857632
mendels_2024-05-25_10_30_01,mendels,2024-05-25T10:30:01+00:00,Ready,299481954
SiteA_2024-05-25_10_30_00,SiteA,2024-05-25T10:30:00+00:00,Ready,187705320
mendels_2024-05-25_10_20_00,mendels,2024-05-25T10:20:00+00:00,Ready,300063182
SiteA_2024-05-25_10_20_00,SiteA,2024-05-25T10:20:00+00:00,Ready,184727182
SiteA_2024-05-25_10_10_01,SiteA,2024-05-25T10:10:01+00:00,Ready,182047649
mendels_2024-05-25_10_10_00,mendels,2024-05-25T10:10:00+00:00,Ready,300065049
mendels_2024-05-25_10_00_01,mendels,2024-05-25T10:00:01+00:00,Ready,299613011
SiteA_2024-05-25_10_00_00,SiteA,2024-05-25T10:00:00+00:00,Ready,174698349
SiteA_2024-05-25_09_50_00,SiteA,2024-05-25T09:50:00+00:00,Ready,182440919
mendels_2024-05-25_09_50_00,mendels,2024-05-25T09:50:00+00:00,Ready,300112911
SiteA_2024-05-25_09_40_00,SiteA,2024-05-25T09:40:00+00:00,Ready,171885218
mendels_2024-05-25_09_40_00,mendels,2024-05-25T09:40:00+00:00,Ready,300084561
SiteA_2024-05-25_09_30_00,SiteA,2024-05-25T09:30:00+00:00,Ready,152292026
mendels_2024-05-25_09_30_00,mendels,2024-05-25T09:30:00+00:00,Ready,299476839
mendels_2024-05-25_09_20_01,mendels,2024-05-25T09:20:01+00:00,Ready,296463139
SiteA_2024-05-25_09_20_01,SiteA,2024-05-25T09:20:01+00:00,Ready,147158403
SiteA_2024-05-25_09_10_00,SiteA,2024-05-25T09:10:00+00:00,Ready,160213720
mendels_2024-05-25_09_10_00,mendels,2024-05-25T09:10:00+00:00,Ready,300055764
mendels_2024-05-25_09_00_00,mendels,2024-05-25T09:00:00+00:00,Ready,298677482
SiteA_2024-05-25_09_00_00,SiteA,2024-05-25T09:00:00+00:00,Ready,164503846
mendels_2024-05-25_08_55_40,mendels,2024-05-25T08:55:40+00:00,Ready,118264728
SiteA_2024-05-25_08_50_01,SiteA,2024-05-25T08:50:01+00:00,Ready,170208880
SiteA_2024-05-25_08_40_00,SiteA,2024-05-25T08:40:00+00:00,Ready,162975526
SiteA_2024-05-25_08_30_00,SiteA,2024-05-25T08:30:00+00:00,Ready,161162500
SiteA_2024-05-25_08_20_00,SiteA,2024-05-25T08:20:00+00:00,Ready,160483035
SiteA_2024-05-25_08_10_00,SiteA,2024-05-25T08:10:00+00:00,Ready,163450169
SiteA_2024-05-25_08_01_30,SiteA,2024-05-25T08:01:30+00:00,Ready,136629204
SiteA_2024-05-24_19_50_00,SiteA,2024-05-24T19:50:00+00:00,Ready,264324316
SiteA_2024-05-24_19_40_00,SiteA,2024-05-24T19:40:00+00:00,Ready,260546466
SiteA_2024-05-24_19_30_00,SiteA,2024-05-24T19:30:00+00:00,Ready,265249300
SiteA_2024-05-24_19_20_01,SiteA,2024-05-24T19:20:01+00:00,Ready,231863272
SiteA_2024-05-24_19_10_00,SiteA,2024-05-24T19:10:00+00:00,Ready,205303258
mendels_2024-05-24_19_00_01,mendels,2024-05-24T19:00:01+00:00,Ready,145227776
SiteA_2024-05-24_19_00_00,SiteA,2024-05-24T19:00:00+00:00,Ready,195386118
SiteA_2024-05-24_18_50_01,SiteA,2024-05-24T18:50:01+00:00,Ready,166708010
mendels_2024-05-24_18_50_00,mendels,2024-05-24T18:50:00+00:00,Ready,296881602
mendels_2024-05-24_18_40_00,mendels,2024-05-24T18:40:00+00:00,Ready,219814557
SiteA_2024-05-24_18_40_00,SiteA,2024-05-24T18:40:00+00:00,Ready,168274351
mendels_2024-05-24_18_30_01,mendels,2024-05-24T18:30:01+00:00,Ready,244876454
